year,kind,system,page_number,chapter_code,chapter_name,class_code,amount_czk
2026,rev,rev_druhove,3,315,Ministerstvo životního prostředí,133,114000000
2026,rev,rev_druhove,3,349,Energetický regulační úřad,122_123,100000000
2026,rev,rev_druhove,3,349,Energetický regulační úřad,12,100000000
2026,rev,rev_druhove,3,397,Operace státních finančních aktiv,133,2647000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,111,194100000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,1111,153300000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,1112,14700000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,1113,26100000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,112,221500000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,113,1000000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,11,416600000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,121,415400000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,1211,415400000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,122_123,171200000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,12,586600000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,132,800000000
2026,rev,rev_druhove,3,398,Všeobecná pokladní správa,133,500000000
2026,rev,rev_druhove,4,306,Ministerstvo zahraničních věcí,136,942476000
2026,rev,rev_druhove,4,306,Ministerstvo zahraničních věcí,13,942476000
2026,rev,rev_druhove,4,307,Ministerstvo obrany,136,100000
2026,rev,rev_druhove,4,307,Ministerstvo obrany,13,100000
2026,rev,rev_druhove,4,307,Ministerstvo obrany,161,8082934041
2026,rev,rev_druhove,4,308,Národní bezpečnostní úřad,136,300000
2026,rev,rev_druhove,4,308,Národní bezpečnostní úřad,13,300000
2026,rev,rev_druhove,4,312,Ministerstvo financí,135,31000000
2026,rev,rev_druhove,4,312,Ministerstvo financí,136,35800000
2026,rev,rev_druhove,4,312,Ministerstvo financí,13,66800000
